localizacion,personas,nacionalidad,year,variacionAnual,población,porcentaje,
Ciutat Vella,57036,España,2016,-0.918961174,100070,57.00,
Eixample,215062,España,2016,-0.480793703,264305,81.37,
Sants-Montjuïc,147285,España,2016,-0.320792642,180977,81.38,
Les Corts,72580,España,2016,-0.287131297,81642,88.90,
Sarrià-Sant Gervasi,131487,España,2016,0.172939205,148026,88.83,
Gràcia,102325,España,2016,-0.392298108,120918,84.62,
Horta-Guinardó,147984,España,2016,-0.078325456,167268,88.47,
Nou Barris,140563,España,2016,-0.391170322,164881,85.25,
Sant Andreu,130022,España,2016,-0.386129966,146731,88.61,
Sant Martí,198293,España,2016,-0.275597085,233928,84.77,
Ciutat Vella,4774,Italia,2016,8.426073132,100070,4.77,
Eixample,6546,Italia,2016,7.78857237,264305,2.48,
Sants-Montjuïc,2786,Italia,2016,6.620742442,180977,1.54,
Les Corts,919,Italia,2016,4.908675799,81642,1.13,
Sarrià-Sant Gervasi,2224,Italia,2016,5.753685212,148026,1.50,
Gràcia,2944,Italia,2016,6.013683831,120918,2.43,
Horta-Guinardó,1598,Italia,2016,9.979353063,167268,0.96,
Nou Barris,718,Italia,2016,4.817518248,164881,0.44,
Sant Andreu,906,Italia,2016,5.471478463,146731,0.62,
Sant Martí,3578,Italia,2016,6.742243437,233928,1.53,
Ciutat Vella,2178,francia,2016,5.93385214,100070,2.18,
Eixample,3378,francia,2016,6.226415094,264305,1.28,
Sants-Montjuïc,1334,francia,2016,7.754442649,180977,0.74,
Les Corts,755,francia,2016,8.477011494,81642,0.92,
Sarrià-Sant Gervasi,1919,francia,2016,11.05324074,148026,1.30,
Gràcia,1416,francia,2016,6.867924528,120918,1.17,
Horta-Guinardó,626,francia,2016,4.857621441,167268,0.37,
Nou Barris,216,francia,2016,1.886792453,164881,0.13,
Sant Andreu,280,francia,2016,6.870229008,146731,0.19,
Sant Martí,1569,francia,2016,6.734693878,233928,0.67,
Ciutat Vella,1499,Reino Unido,2016,6.236711552,100070,1.50,
Eixample,1673,Reino Unido,2016,5.220125786,264305,0.63,
Sants-Montjuïc,663,Reino Unido,2016,6.935483871,180977,0.37,
Les Corts,212,Reino Unido,2016,10.9947644,81642,0.26,
Sarrià-Sant Gervasi,670,Reino Unido,2016,7.028753994,148026,0.45,
Gràcia,837,Reino Unido,2016,5.283018868,120918,0.69,
Horta-Guinardó,326,Reino Unido,2016,10.13513514,167268,0.19,
Nou Barris,89,Reino Unido,2016,2.298850575,164881,0.05,
Sant Andreu,148,Reino Unido,2016,8.823529412,146731,0.10,
Sant Martí,863,Reino Unido,2016,6.674907293,233928,0.37,
Ciutat Vella,2561,Marruecos,2016,-3.576807229,100070,2.56,
Eixample,1046,Marruecos,2016,-0.853080569,264305,0.40,
Sants-Montjuïc,1963,Marruecos,2016,-2.677243431,180977,1.08,
Les Corts,227,Marruecos,2016,2.714932127,81642,0.28,
Sarrià-Sant Gervasi,306,Marruecos,2016,-7.831325301,148026,0.21,
Gràcia,520,Marruecos,2016,-0.952380952,120918,0.43,
Horta-Guinardó,979,Marruecos,2016,-2.490039841,167268,0.59,
Nou Barris,1710,Marruecos,2016,-1.611047181,164881,1.04,
Sant Andreu,1271,Marruecos,2016,-1.549186677,146731,0.87,
Sant Martí,1969,Marruecos,2016,-0.404653515,233928,0.84,
Ciutat Vella,574,Bolivia,2016,-2.214650767,100070,0.57,
Eixample,1224,Bolivia,2016,-6.778370145,264305,0.46,
Sants-Montjuïc,1430,Bolivia,2016,-3.833221251,180977,0.79,
Les Corts,263,Bolivia,2016,-3.663003663,81642,0.32,
Sarrià-Sant Gervasi,384,Bolivia,2016,0,148026,0.26,
Gràcia,451,Bolivia,2016,-6.818181818,120918,0.37,
Horta-Guinardó,1117,Bolivia,2016,-4.202401372,167268,0.67,
Nou Barris,1804,Bolivia,2016,-3.27077748,164881,1.09,
Sant Andreu,889,Bolivia,2016,-5.826271186,146731,0.61,
Sant Martí,1144,Bolivia,2016,-1.718213058,233928,0.49,
Ciutat Vella,453,Ecuador,2016,-1.307189542,100070,0.45,
Eixample,959,Ecuador,2016,5.500550055,264305,0.36,
Sants-Montjuïc,1201,Ecuador,2016,-1.070840198,180977,0.66,
Les Corts,217,Ecuador,2016,4.830917874,81642,0.27,
Sarrià-Sant Gervasi,214,Ecuador,2016,15.05376344,148026,0.14,
Gràcia,325,Ecuador,2016,3.174603175,120918,0.27,
Horta-Guinardó,966,Ecuador,2016,-2.226720648,167268,0.58,
Nou Barris,1889,Ecuador,2016,-3.524004086,164881,1.15,
Sant Andreu,867,Ecuador,2016,-6.168831169,146731,0.59,
Sant Martí,1017,Ecuador,2016,-2.305475504,233928,0.43,
Ciutat Vella,336,Perú,2016,2.752293578,100070,0.34,
Eixample,1459,Perú,2016,-2.473262032,264305,0.55,
Sants-Montjuïc,1117,Perú,2016,-1.845342707,180977,0.62,
Les Corts,312,Perú,2016,-1.577287066,81642,0.38,
Sarrià-Sant Gervasi,359,Perú,2016,0.279329609,148026,0.24,
Gràcia,460,Perú,2016,3.139013453,120918,0.38,
Horta-Guinardó,951,Perú,2016,-2.461538462,167268,0.57,
Nou Barris,947,Perú,2016,-4.439959637,164881,0.57,
Sant Andreu,937,Perú,2016,-2.598752599,146731,0.64,
Sant Martí,1077,Perú,2016,-3.147482014,233928,0.46,
Ciutat Vella,668,Colombia,2016,7.568438003,100070,0.67,
Eixample,1679,Colombia,2016,-0.592066311,264305,0.64,
Sants-Montjuïc,1055,Colombia,2016,-0.471698113,180977,0.58,
Les Corts,368,Colombia,2016,5.747126437,81642,0.45,
Sarrià-Sant Gervasi,422,Colombia,2016,7.37913486,148026,0.29,
Gràcia,523,Colombia,2016,0.770712909,120918,0.43,
Horta-Guinardó,814,Colombia,2016,-3.668639053,167268,0.49,
Nou Barris,815,Colombia,2016,0.991325898,164881,0.49,
Sant Andreu,612,Colombia,2016,-0.649350649,146731,0.42,
Sant Martí,974,Colombia,2016,-4.039408867,233928,0.42,
Ciutat Vella,6469,Pakistán,2016,-4.333037563,100070,6.46,
Eixample,1122,Pakistán,2016,-1.405975395,264305,0.42,
Sants-Montjuïc,3284,Pakistán,2016,-3.297997644,180977,1.81,
Les Corts,171,Pakistán,2016,-7.065217391,81642,0.21,
Sarrià-Sant Gervasi,206,Pakistán,2016,-4.186046512,148026,0.14,
Gràcia,393,Pakistán,2016,-1.007556675,120918,0.33,
Horta-Guinardó,895,Pakistán,2016,1.473922902,167268,0.54,
Nou Barris,1877,Pakistán,2016,-1.106427819,164881,1.14,
Sant Andreu,1446,Pakistán,2016,-3.6,146731,0.99,
Sant Martí,3329,Pakistán,2016,-3.70263234,233928,1.42,
Ciutat Vella,876,China,2016,-1.46231721,100070,0.88,
Eixample,5492,China,2016,0.255567725,264305,2.08,
Sants-Montjuïc,2393,China,2016,1.141166526,180977,1.32,
Les Corts,706,China,2016,11.00628931,81642,0.86,
Sarrià-Sant Gervasi,591,China,2016,5.913978495,148026,0.40,
Gràcia,861,China,2016,0.819672131,120918,0.71,
Horta-Guinardó,951,China,2016,-0.834202294,167268,0.57,
Nou Barris,1399,China,2016,0.719942405,164881,0.85,
Sant Andreu,1639,China,2016,-0.666666667,146731,1.12,
Sant Martí,3540,China,2016,3.237095363,233928,1.51,
Ciutat Vella,4496,Filipinas,2016,-1.446733889,100070,4.49,
Eixample,1384,Filipinas,2016,3.437967115,264305,0.52,
Sants-Montjuïc,1819,Filipinas,2016,2.421171171,180977,1.01,
Les Corts,86,Filipinas,2016,22.85714286,81642,0.11,
Sarrià-Sant Gervasi,294,Filipinas,2016,0,148026,0.20,
Gràcia,120,Filipinas,2016,-1.639344262,120918,0.10,
Horta-Guinardó,123,Filipinas,2016,3.361344538,167268,0.07,
Nou Barris,112,Filipinas,2016,2.752293578,164881,0.07,
Sant Andreu,71,Filipinas,2016,-1.388888889,146731,0.05,
Sant Martí,177,Filipinas,2016,0,233928,0.08,
Ciutat Vella,643,Rumanía,2016,7.166666667,100070,0.64,
Eixample,897,Rumanía,2016,3.699421965,264305,0.34,
Sants-Montjuïc,1027,Rumanía,2016,1.884920635,180977,0.57,
Les Corts,241,Rumanía,2016,2.991452991,81642,0.30,
Sarrià-Sant Gervasi,261,Rumanía,2016,-0.760456274,148026,0.18,
Gràcia,410,Rumanía,2016,4.325699746,120918,0.34,
Horta-Guinardó,859,Rumanía,2016,6.180469716,167268,0.51,
Nou Barris,892,Rumanía,2016,3.962703963,164881,0.54,
Sant Andreu,711,Rumanía,2016,0.565770863,146731,0.48,
Sant Martí,1088,Rumanía,2016,1.209302326,233928,0.47,
Ciutat Vella,57565,España,2015,-0.995803522,100115,57.50,
Eixample,216101,España,2015,-0.219783264,263558,81.99,
Sants-Montjuïc,147759,España,2015,-0.141246756,180757,81.74,
Les Corts,72789,España,2015,0.406930229,81530,89.28,
Sarrià-Sant Gervasi,131260,España,2015,0.823424586,146834,89.39,
Gràcia,102728,España,2015,0.27624579,120401,85.32,
Horta-Guinardó,148100,España,2015,0.306133507,166559,88.92,
Nou Barris,141115,España,2015,0.04040891,164648,85.71,
Sant Andreu,130526,España,2015,0.516730199,146494,89.10,
Sant Martí,198841,España,2015,0.066932383,233659,85.10,
Ciutat Vella,4403,Italia,2015,-2.177293935,100115,4.40,
Eixample,6073,Italia,2015,-5.74266646,263558,2.30,
Sants-Montjuïc,2613,Italia,2015,-0.381242852,180757,1.45,
Les Corts,876,Italia,2015,-4.471101418,81530,1.07,
Sarrià-Sant Gervasi,2103,Italia,2015,-3.752860412,146834,1.43,
Gràcia,2777,Italia,2015,-2.969951083,120401,2.31,
Horta-Guinardó,1453,Italia,2015,-1.691474966,166559,0.87,
Nou Barris,685,Italia,2015,-5.64738292,164648,0.42,
Sant Andreu,859,Italia,2015,-1.264367816,146494,0.59,
Sant Martí,3352,Italia,2015,-2.159953298,233659,1.43,
Ciutat Vella,2056,francia,2015,-6.502955889,100115,2.05,
Eixample,3180,francia,2015,-5.046282472,263558,1.21,
Sants-Montjuïc,1238,francia,2015,-4.769230769,180757,0.68,
Les Corts,696,francia,2015,-8.179419525,81530,0.85,
Sarrià-Sant Gervasi,1728,francia,2015,-8.812664908,146834,1.18,
Gràcia,1325,francia,2015,-2.645113887,120401,1.10,
Horta-Guinardó,597,francia,2015,-8.012326656,166559,0.36,
Nou Barris,212,francia,2015,-4.504504505,164648,0.13,
Sant Andreu,262,francia,2015,-2.23880597,146494,0.18,
Sant Martí,1470,francia,2015,-4.545454545,233659,0.63,
Ciutat Vella,1411,Reino Unido,2015,-3.223593964,100115,1.41,
Eixample,1590,Reino Unido,2015,-5.413444378,263558,0.60,
Sants-Montjuïc,620,Reino Unido,2015,-5.918057663,180757,0.34,
Les Corts,191,Reino Unido,2015,-15.85903084,81530,0.23,
Sarrià-Sant Gervasi,626,Reino Unido,2015,-6.567164179,146834,0.43,
Gràcia,795,Reino Unido,2015,-5.469678954,120401,0.66,
Horta-Guinardó,296,Reino Unido,2015,-7.5,166559,0.18,
Nou Barris,87,Reino Unido,2015,-9.375,164648,0.05,
Sant Andreu,136,Reino Unido,2015,-0.729927007,146494,0.09,
Sant Martí,809,Reino Unido,2015,-5.269320843,233659,0.35,
Ciutat Vella,2656,Marruecos,2015,-3.488372093,100115,2.65,
Eixample,1055,Marruecos,2015,1.637764933,263558,0.40,
Sants-Montjuïc,2017,Marruecos,2015,-3.307766059,180757,1.12,
Les Corts,221,Marruecos,2015,0,81530,0.27,
Sarrià-Sant Gervasi,332,Marruecos,2015,-4.597701149,146834,0.23,
Gràcia,525,Marruecos,2015,-2.234636872,120401,0.44,
Horta-Guinardó,1004,Marruecos,2015,0.500500501,166559,0.60,
Nou Barris,1738,Marruecos,2015,-0.172314762,164648,1.06,
Sant Andreu,1291,Marruecos,2015,1.175548589,146494,0.88,
Sant Martí,1977,Marruecos,2015,1.488706366,233659,0.85,
Ciutat Vella,587,Bolivia,2015,-5.929487179,100115,0.59,
Eixample,1313,Bolivia,2015,-12.05626256,263558,0.50,
Sants-Montjuïc,1487,Bolivia,2015,-4.984025559,180757,0.82,
Les Corts,273,Bolivia,2015,-10.49180328,81530,0.33,
Sarrià-Sant Gervasi,384,Bolivia,2015,-9.647058824,146834,0.26,
Gràcia,484,Bolivia,2015,-11.02941176,120401,0.40,
Horta-Guinardó,1166,Bolivia,2015,-8.477237049,166559,0.70,
Nou Barris,1865,Bolivia,2015,-9.201557936,164648,1.13,
Sant Andreu,944,Bolivia,2015,-9.751434034,146494,0.64,
Sant Martí,1164,Bolivia,2015,-7.398568019,233659,0.50,
Ciutat Vella,459,Ecuador,2015,-13.39622642,100115,0.46,
Eixample,909,Ecuador,2015,-10.70726916,263558,0.34,
Sants-Montjuïc,1214,Ecuador,2015,-8.721804511,180757,0.67,
Les Corts,207,Ecuador,2015,-13.38912134,81530,0.25,
Sarrià-Sant Gervasi,186,Ecuador,2015,-6.532663317,146834,0.13,
Gràcia,315,Ecuador,2015,-14.40217391,120401,0.26,
Horta-Guinardó,988,Ecuador,2015,-8.771929825,166559,0.59,
Nou Barris,1958,Ecuador,2015,-9.85267035,164648,1.19,
Sant Andreu,924,Ecuador,2015,-15.30705775,146494,0.63,
Sant Martí,1041,Ecuador,2015,-12.95986622,233659,0.45,
Ciutat Vella,327,Perú,2015,-5.217391304,100115,0.33,
Eixample,1496,Perú,2015,-7.881773399,263558,0.57,
Sants-Montjuïc,1138,Perú,2015,-8.00323363,180757,0.63,
Les Corts,317,Perú,2015,-5.373134328,81530,0.39,
Sarrià-Sant Gervasi,358,Perú,2015,-10.05025126,146834,0.24,
Gràcia,446,Perú,2015,-8.606557377,120401,0.37,
Horta-Guinardó,975,Perú,2015,-10.79597438,166559,0.59,
Nou Barris,991,Perú,2015,-7.469654528,164648,0.60,
Sant Andreu,962,Perú,2015,-12.38615665,146494,0.66,
Sant Martí,1112,Perú,2015,-8.927108927,233659,0.48,
Ciutat Vella,621,Colombia,2015,5.972696246,100115,0.62,
Eixample,1689,Colombia,2015,-2.14368482,263558,0.64,
Sants-Montjuïc,1060,Colombia,2015,-7.826086957,180757,0.59,
Les Corts,348,Colombia,2015,-6.199460916,81530,0.43,
Sarrià-Sant Gervasi,393,Colombia,2015,-7.746478873,146834,0.27,
Gràcia,519,Colombia,2015,-4.770642202,120401,0.43,
Horta-Guinardó,845,Colombia,2015,-5.162738496,166559,0.51,
Nou Barris,807,Colombia,2015,-4.946996466,164648,0.49,
Sant Andreu,616,Colombia,2015,-1.754385965,146494,0.42,
Sant Martí,1015,Colombia,2015,-9.777777778,233659,0.43,
Ciutat Vella,6762,Pakistán,2015,-5.360391882,100115,6.75,
Eixample,1138,Pakistán,2015,-0.611353712,263558,0.43,
Sants-Montjuïc,3396,Pakistán,2015,-2.915951973,180757,1.88,
Les Corts,184,Pakistán,2015,-15.20737327,81530,0.23,
Sarrià-Sant Gervasi,215,Pakistán,2015,-15.68627451,146834,0.15,
Gràcia,397,Pakistán,2015,-8.735632184,120401,0.33,
Horta-Guinardó,882,Pakistán,2015,-2.97029703,166559,0.53,
Nou Barris,1898,Pakistán,2015,-3.605891315,164648,1.15,
Sant Andreu,1500,Pakistán,2015,-1.380670611,146494,1.02,
Sant Martí,3457,Pakistán,2015,-5.931972789,233659,1.48,
Ciutat Vella,889,China,2015,2.301495972,100115,0.89,
Eixample,5478,China,2015,5.691684353,263558,2.08,
Sants-Montjuïc,2366,China,2015,2.601908066,180757,1.31,
Les Corts,636,China,2015,9.466437177,81530,0.78,
Sarrià-Sant Gervasi,558,China,2015,3.333333333,146834,0.38,
Gràcia,854,China,2015,6.086956522,120401,0.71,
Horta-Guinardó,959,China,2015,-2.342158859,166559,0.58,
Nou Barris,1389,China,2015,3.967065868,164648,0.84,
Sant Andreu,1650,China,2015,5.905006418,146494,1.13,
Sant Martí,3429,China,2015,7.728557964,233659,1.47,
Ciutat Vella,4562,Filipinas,2015,-3.080518377,100115,4.56,
Eixample,1338,Filipinas,2015,4.858934169,263558,0.51,
Sants-Montjuïc,1776,Filipinas,2015,2.896871379,180757,0.98,
Les Corts,70,Filipinas,2015,7.692307692,81530,0.09,
Sarrià-Sant Gervasi,294,Filipinas,2015,-3.289473684,146834,0.20,
Gràcia,122,Filipinas,2015,3.389830508,120401,0.10,
Horta-Guinardó,119,Filipinas,2015,4.385964912,166559,0.07,
Nou Barris,109,Filipinas,2015,14.73684211,164648,0.07,
Sant Andreu,72,Filipinas,2015,-6.493506494,146494,0.05,
Sant Martí,177,Filipinas,2015,5.988023952,233659,0.08,
Ciutat Vella,600,Rumanía,2015,-15.25423729,100115,0.60,
Eixample,865,Rumanía,2015,-10.17653167,263558,0.33,
Sants-Montjuïc,1008,Rumanía,2015,-9.352517986,180757,0.56,
Les Corts,234,Rumanía,2015,-7.142857143,81530,0.29,
Sarrià-Sant Gervasi,263,Rumanía,2015,-6.737588652,146834,0.18,
Gràcia,393,Rumanía,2015,0.255102041,120401,0.33,
Horta-Guinardó,809,Rumanía,2015,-5.269320843,166559,0.49,
Nou Barris,858,Rumanía,2015,-9.398099261,164648,0.52,
Sant Andreu,707,Rumanía,2015,4.12371134,146494,0.48,
Sant Martí,1075,Rumanía,2015,-13.23648103,233659,0.46,
Ciutat Vella,58144,España,2014,-0.628930818,100685,57.75,
Eixample,216577,España,2014,0.952296606,263565,82.17,
Sants-Montjuïc,147968,España,2014,1.808173937,180824,81.83,
Les Corts,72494,España,2014,0.973605404,81200,89.28,
Sarrià-Sant Gervasi,130188,España,2014,0.973373768,145761,89.32,
Gràcia,102445,España,2014,0.576292486,120273,85.18,
Horta-Guinardó,147648,España,2014,1.130152468,166950,88.44,
Nou Barris,141058,España,2014,1.961776441,164516,85.74,
Sant Andreu,129855,España,2014,1.805538133,145983,88.95,
Sant Martí,198708,España,2014,1.381632653,232629,85.42,
Ciutat Vella,4501,Italia,2014,5.163551402,100685,4.47,
Eixample,6443,Italia,2014,6.00526489,263565,2.44,
Sants-Montjuïc,2623,Italia,2014,5.172413793,180824,1.45,
Les Corts,917,Italia,2014,2.34375,81200,1.13,
Sarrià-Sant Gervasi,2185,Italia,2014,1.017105871,145761,1.50,
Gràcia,2862,Italia,2014,4.452554745,120273,2.38,
Horta-Guinardó,1478,Italia,2014,-1.335113485,166950,0.89,
Nou Barris,726,Italia,2014,4.310344828,164516,0.44,
Sant Andreu,870,Italia,2014,3.448275862,145983,0.60,
Sant Martí,3426,Italia,2014,3.975720789,232629,1.47,
Ciutat Vella,2199,francia,2014,5.215311005,100685,2.18,
Eixample,3349,francia,2014,4.820031299,263565,1.27,
Sants-Montjuïc,1300,francia,2014,2.201257862,180824,0.72,
Les Corts,758,francia,2014,-7.673568819,81200,0.93,
Sarrià-Sant Gervasi,1895,francia,2014,1.012793177,145761,1.30,
Gràcia,1361,francia,2014,2.794561934,120273,1.13,
Horta-Guinardó,649,francia,2014,4.846526656,166950,0.39,
Nou Barris,222,francia,2014,4.225352113,164516,0.13,
Sant Andreu,268,francia,2014,-0.740740741,145983,0.18,
Sant Martí,1540,francia,2014,7.692307692,232629,0.66,
Ciutat Vella,1458,Reino Unido,2014,9.213483146,100685,1.45,
Eixample,1681,Reino Unido,2014,6.527249683,263565,0.64,
Sants-Montjuïc,659,Reino Unido,2014,8.566721582,180824,0.36,
Les Corts,227,Reino Unido,2014,-2.575107296,81200,0.28,
Sarrià-Sant Gervasi,670,Reino Unido,2014,1.361573374,145761,0.46,
Gràcia,841,Reino Unido,2014,2.311435523,120273,0.70,
Horta-Guinardó,320,Reino Unido,2014,3.55987055,166950,0.19,
Nou Barris,96,Reino Unido,2014,10.34482759,164516,0.06,
Sant Andreu,137,Reino Unido,2014,3.787878788,145983,0.09,
Sant Martí,854,Reino Unido,2014,5.955334988,232629,0.37,
Ciutat Vella,2752,Marruecos,2014,-8.874172185,100685,2.73,
Eixample,1038,Marruecos,2014,-0.859598854,263565,0.39,
Sants-Montjuïc,2086,Marruecos,2014,-3.336422614,180824,1.15,
Les Corts,221,Marruecos,2014,2.790697674,81200,0.27,
Sarrià-Sant Gervasi,348,Marruecos,2014,5.135951662,145761,0.24,
Gràcia,537,Marruecos,2014,-3.243243243,120273,0.45,
Horta-Guinardó,999,Marruecos,2014,-5.397727273,166950,0.60,
Nou Barris,1741,Marruecos,2014,0.403690888,164516,1.06,
Sant Andreu,1276,Marruecos,2014,-3.333333333,145983,0.87,
Sant Martí,1948,Marruecos,2014,-4.462972045,232629,0.84,
Ciutat Vella,624,Bolivia,2014,-23.62301102,100685,0.62,
Eixample,1493,Bolivia,2014,-20.96347274,263565,0.57,
Sants-Montjuïc,1565,Bolivia,2014,-21.67167167,180824,0.87,
Les Corts,305,Bolivia,2014,-22.78481013,81200,0.38,
Sarrià-Sant Gervasi,425,Bolivia,2014,-27.84380306,145761,0.29,
Gràcia,544,Bolivia,2014,-21.04499274,120273,0.45,
Horta-Guinardó,1274,Bolivia,2014,-20.62305296,166950,0.76,
Nou Barris,2054,Bolivia,2014,-18.45970623,164516,1.25,
Sant Andreu,1046,Bolivia,2014,-20.03058104,145983,0.72,
Sant Martí,1257,Bolivia,2014,-22.26345083,232629,0.54,
Ciutat Vella,530,Ecuador,2014,-27.1978022,100685,0.53,
Eixample,1018,Ecuador,2014,-28.76137159,263565,0.39,
Sants-Montjuïc,1330,Ecuador,2014,-30.62076161,180824,0.74,
Les Corts,239,Ecuador,2014,-18.15068493,81200,0.29,
Sarrià-Sant Gervasi,199,Ecuador,2014,-22.56809339,145761,0.14,
Gràcia,368,Ecuador,2014,-28.82011605,120273,0.31,
Horta-Guinardó,1083,Ecuador,2014,-29.30809399,166950,0.65,
Nou Barris,2172,Ecuador,2014,-31.06950175,164516,1.32,
Sant Andreu,1091,Ecuador,2014,-30.0192431,145983,0.75,
Sant Martí,1196,Ecuador,2014,-31.22484186,232629,0.51,
Ciutat Vella,345,Perú,2014,-22.64573991,100685,0.34,
Eixample,1624,Perú,2014,-25.64102564,263565,0.62,
Sants-Montjuïc,1237,Perú,2014,-27.82963827,180824,0.68,
Les Corts,335,Perú,2014,-14.54081633,81200,0.41,
Sarrià-Sant Gervasi,398,Perú,2014,-28.28828829,145761,0.27,
Gràcia,488,Perú,2014,-28.02359882,120273,0.41,
Horta-Guinardó,1093,Perú,2014,-26.88963211,166950,0.65,
Nou Barris,1071,Perú,2014,-29.72440945,164516,0.65,
Sant Andreu,1098,Perú,2014,-28.37573386,145983,0.75,
Sant Martí,1221,Perú,2014,-27.79420461,232629,0.52,
Ciutat Vella,586,Colombia,2014,-24.77535302,100685,0.58,
Eixample,1726,Colombia,2014,-23.76325088,263565,0.65,
Sants-Montjuïc,1150,Colombia,2014,-24.83660131,180824,0.64,
Les Corts,371,Colombia,2014,-25.65130261,81200,0.46,
Sarrià-Sant Gervasi,426,Colombia,2014,-20.37383178,145761,0.29,
Gràcia,545,Colombia,2014,-26.54986523,120273,0.45,
Horta-Guinardó,891,Colombia,2014,-30.76923077,166950,0.53,
Nou Barris,849,Colombia,2014,-27.62148338,164516,0.52,
Sant Andreu,627,Colombia,2014,-29.5505618,145983,0.43,
Sant Martí,1125,Colombia,2014,-26.85305592,232629,0.48,
Ciutat Vella,7145,Pakistán,2014,-7.219841579,100685,7.10,
Eixample,1145,Pakistán,2014,-4.023470243,263565,0.43,
Sants-Montjuïc,3498,Pakistán,2014,-6.370449679,180824,1.93,
Les Corts,217,Pakistán,2014,-11.78861789,81200,0.27,
Sarrià-Sant Gervasi,255,Pakistán,2014,12.33480176,145761,0.17,
Gràcia,435,Pakistán,2014,-12.2983871,120273,0.36,
Horta-Guinardó,909,Pakistán,2014,-11.23046875,166950,0.54,
Nou Barris,1969,Pakistán,2014,-9.346224678,164516,1.20,
Sant Andreu,1521,Pakistán,2014,-7.369062119,145983,1.04,
Sant Martí,3675,Pakistán,2014,-5.112316034,232629,1.58,
Ciutat Vella,869,China,2014,1.756440281,100685,0.86,
Eixample,5183,China,2014,4.453849254,263565,1.97,
Sants-Montjuïc,2306,China,2014,-0.345721694,180824,1.28,
Les Corts,581,China,2014,7.393715342,81200,0.72,
Sarrià-Sant Gervasi,540,China,2014,1.694915254,145761,0.37,
Gràcia,805,China,2014,4.817708333,120273,0.67,
Horta-Guinardó,982,China,2014,8.03080308,166950,0.59,
Nou Barris,1336,China,2014,3.325599381,164516,0.81,
Sant Andreu,1558,China,2014,-2.685821362,145983,1.07,
Sant Martí,3183,China,2014,3.444913877,232629,1.37,
Ciutat Vella,4707,Filipinas,2014,-6.477250149,100685,4.67,
Eixample,1276,Filipinas,2014,3.069466882,263565,0.48,
Sants-Montjuïc,1726,Filipinas,2014,-1.931818182,180824,0.95,
Les Corts,65,Filipinas,2014,-13.33333333,81200,0.08,
Sarrià-Sant Gervasi,304,Filipinas,2014,-10.32448378,145761,0.21,
Gràcia,118,Filipinas,2014,14.5631068,120273,0.10,
Horta-Guinardó,114,Filipinas,2014,12.87128713,166950,0.07,
Nou Barris,95,Filipinas,2014,-2.06185567,164516,0.06,
Sant Andreu,77,Filipinas,2014,10,145983,0.05,
Sant Martí,167,Filipinas,2014,1.212121212,232629,0.07,
Ciutat Vella,708,Rumanía,2014,1.724137931,100685,0.70,
Eixample,963,Rumanía,2014,0,263565,0.37,
Sants-Montjuïc,1112,Rumanía,2014,0.36101083,180824,0.61,
Les Corts,252,Rumanía,2014,5.439330544,81200,0.31,
Sarrià-Sant Gervasi,282,Rumanía,2014,-0.35335689,145761,0.19,
Gràcia,392,Rumanía,2014,4.533333333,120273,0.33,
Horta-Guinardó,854,Rumanía,2014,-1.042873696,166950,0.51,
Nou Barris,947,Rumanía,2014,6.404494382,164516,0.58,
Sant Andreu,679,Rumanía,2014,2.259036145,145983,0.47,
Sant Martí,1239,Rumanía,2014,1.391162029,232629,0.53,
Ciutat Vella,58512,España,2013,-2.15548235,103339,56.62,
Eixample,214534,España,2013,-0.765074842,264780,81.02,
Sants-Montjuïc,145340,España,2013,-0.47182409,182685,79.56,
Les Corts,71795,España,2013,-0.431309461,81640,87.94,
Sarrià-Sant Gervasi,128933,España,2013,0.177927648,145266,88.76,
Gràcia,101858,España,2013,-0.32976173,120949,84.22,
Horta-Guinardó,145998,España,2013,-0.207789367,167743,87.04,
Nou Barris,138344,España,2013,-0.347197211,165748,83.47,
Sant Andreu,127552,España,2013,0.278306263,146846,86.86,
Sant Martí,196000,España,2013,0.152784094,232826,84.18,
Ciutat Vella,4280,Italia,2013,7.781415261,103339,4.14,
Eixample,6078,Italia,2013,5.66759388,264780,2.30,
Sants-Montjuïc,2494,Italia,2013,7.3611709,182685,1.37,
Les Corts,896,Italia,2013,3.464203233,81640,1.10,
Sarrià-Sant Gervasi,2163,Italia,2013,5.153135634,145266,1.49,
Gràcia,2740,Italia,2013,4.063805545,120949,2.27,
Horta-Guinardó,1498,Italia,2013,4.172461752,167743,0.89,
Nou Barris,696,Italia,2013,4.035874439,165748,0.42,
Sant Andreu,841,Italia,2013,-0.355450237,146846,0.57,
Sant Martí,3295,Italia,2013,5.271565495,232826,1.42,
Ciutat Vella,2090,francia,2013,6.523955148,103339,2.02,
Eixample,3195,francia,2013,9.00716479,264780,1.21,
Sants-Montjuïc,1272,francia,2013,7.979626486,182685,0.70,
Les Corts,821,francia,2013,0.12195122,81640,1.01,
Sarrià-Sant Gervasi,1876,francia,2013,4.863051984,145266,1.29,
Gràcia,1324,francia,2013,2.003081664,120949,1.09,
Horta-Guinardó,619,francia,2013,11.53153153,167743,0.37,
Nou Barris,213,francia,2013,0,165748,0.13,
Sant Andreu,270,francia,2013,-2.877697842,146846,0.18,
Sant Martí,1430,francia,2013,7.518796992,232826,0.61,
Ciutat Vella,1335,Reino Unido,2013,8.80195599,103339,1.29,
